iter	Logloss
600	0.6254895696
601	0.6254340284
602	0.6253357722
603	0.6252627736
604	0.6252293172
605	0.6251974664
606	0.6251605233
607	0.6250824525
608	0.6250292743
609	0.6249582451
610	0.6248484124
611	0.6248316626
612	0.624773906
613	0.6247437593
614	0.6246590135
615	0.6246401336
616	0.6245644699
617	0.6244628418
618	0.6244095676
619	0.6243715794
620	0.6243064167
621	0.6242091663
622	0.6241397512
623	0.6240806749
624	0.6239883199
625	0.6239501648
626	0.6238905169
627	0.623773706
628	0.6237583488
629	0.6236960676
630	0.6235720811
631	0.6235173021
632	0.6234719858
633	0.6234141621
634	0.623318784
635	0.6232422655
636	0.6231824729
637	0.6231292206
638	0.6230278049
639	0.6228782741
640	0.6228201029
641	0.6227102586
642	0.6226436
643	0.6225755143
644	0.6225439791
645	0.6224994186
646	0.6224567345
647	0.6223733065
648	0.6223084425
649	0.6222096275
650	0.6221299889
651	0.6220267466
652	0.6219580372
653	0.6218753603
654	0.6218456322
655	0.6217777842
656	0.6217080871
657	0.621602732
658	0.6215431594
659	0.6214945224
660	0.6214750487
661	0.6213451742
662	0.6212610257
663	0.6212021872
664	0.6211206756
665	0.6210979534
666	0.6210504231
667	0.6209921016
668	0.620969518
669	0.6208903049
670	0.6208547587
671	0.6207817994
672	0.6207056422
673	0.6206552826
674	0.6206334339
675	0.6206030995
676	0.6205359313
677	0.6204621543
678	0.6203621137
679	0.6202345685
680	0.6201631514
681	0.6201010839
682	0.6200659955
683	0.6199985526
684	0.6199387892
685	0.6199045459
686	0.6198143791
687	0.6197537466
688	0.6197063617
689	0.6196322962
690	0.619540462
691	0.6194765178
692	0.6193887718
693	0.6193420827
694	0.6192778844
695	0.6192169885
696	0.6191535873
697	0.6190910281
698	0.6190420456
699	0.6189909222
700	0.6189263667
701	0.6188376517
702	0.6187712324
703	0.6187181728
704	0.6186494533
705	0.618568379
706	0.6185187768
707	0.6184473785
708	0.618385181
709	0.6183355143
710	0.6182771516
711	0.6182155458
712	0.6181074255
713	0.6180332506
714	0.617941287
715	0.6178525901
716	0.6178124125
717	0.6177627889
718	0.6177015725
719	0.6176793091
720	0.6176171852
721	0.6175322156
722	0.6174910174
723	0.6174348504
724	0.6173906048
725	0.6173326342
726	0.6172849008
727	0.6171914195
728	0.6171247866
729	0.6170770958
730	0.6169735197
731	0.6169048162
732	0.6168348361
733	0.6167846863
734	0.6167599072
735	0.6166650133
736	0.616595583
737	0.6165328388
738	0.6164783562
739	0.6164644058
740	0.616406711
741	0.6162856173
742	0.6162444412
743	0.6162088827
744	0.6161592479
745	0.6161152693
746	0.6160259969
747	0.6159573441
748	0.6158752422
749	0.6158604077
750	0.6158121866
751	0.6157601292
752	0.6157202546
753	0.6156764415
754	0.6155569654
755	0.6155260154
756	0.6154796009
757	0.6154391916
758	0.6154096584
759	0.6153891146
760	0.6153166546
761	0.6152084657
762	0.6151726095
763	0.615764	0.61764	0.615765	0.61765	0.6149839159
766	0.6149500114
767	0.6149000672
768	0.6148727792
769	0.6148478531
770	0.6147815449
771	0.6147402497
772	0.6146850125
773	0.614602834
774	0.6144962882
775	0.6144480132
776	0.6144194771
777	0.614404454
778	0.6143120932
779	0.6142679319
780	0.614202446
781	0.6141650265
782	0.6141297574
783	0.6140570497
784	0.6139902861
785	0.613919342
786	0.6138601477
787	0.6138297465
788	0.6137940772
789	0.6137236462
790	0.6136888417
791	0.6136177236
792	0.6135482349
793	0.6135202822
794	0.6134562636
795	0.6133669999
796	0.6132845348
797	0.6132184917
798	0.6131664081
799	0.6131320859
800	0.613069887
801	0.6130360575
802	0.6129702928
803	0.6129041411
804	0.6128372192
805	0.6127910917
806	0.6127103165
807	0.6126792531
808	0.612597638
809	0.6125478283
810	0.6125166957
811	0.6124705792
812	0.612371728
813	0.6122978252
814	0.6122540419
815	0.6121913955
816	0.612115416
817	0.6120385666
818	0.6119134434
819	0.611859546
820	0.6117944183
821	0.6117635655
822	0.6117467756
823	0.6116733072
824	0.6116024987
825	0.6115458674
826	0.6114634487
827	0.6113756809
828	0.6113053784
829	0.6112801336
830	0.61125209
831	0.6112013537
832	0.61113625
833	0.6110652117
834	0.6109955546
835	0.6109713513
836	0.6109257801
837	0.6108614719
838	0.6108295501
839	0.6108230858
840	0.6107593337
841	0.6107383077
842	0.6107081439
843	0.61063556
844	0.6105599518
845	0.6105074667
846	0.61047720384847	0.610444957
848	0.6104211197
849	0.6103996897
850	0.6103499845
851	0.6103116965
852	0.610236897
853	0.6101556456
854	0.6100546481
855	0.609954305
856	0.6099082884
857	0.6098543187
858	0.6098305258
859	0.6097820111
860	0.6097321567
861	0.6096637861
862	0.6096310416
863	0.6096004805
864	0.6095421054
865	0.6094804336
866	0.6094223137
867	0.6093386723
868	0.6092728476
869	0.6092049717
870	0.6091636829
871	0.609099352
872	0.6090283259
873	0.6089649334
874	0.6088952135
875	0.6088243426
876	0.6087875659
877	0.6087475159
878	0.6087175232
879	0.6086471486
880	0.6086077685
881	0.6085618955
882	0.6084874006
883	0.6084197732
884	0.6084070491
885	0.6083522388
886	0.6082840209
887	0.6082283516
888	0.6081684758
889	0.6081543931
890	0.6081222051
891	0.6080465668
892	0.6079530387
893	0.6079237163
894	0.6079047158
895	0.6078238901
896	0.6077853717
897	0.6077638154
898	0.6077083759
899	0.6076654668
900	0.6076203797
901	0.6075658919
902	0.6074858482
903	0.6073862189
904	0.6073601814
905	0.6073164053
906	0.6072793022
907	0.6072148162
908	0.6071741872
909	0.6071293723
910	0.6071000959
911	0.6070513139
912	0.6069831524
913	0.6069299259
914	0.6068951367
915	0.6068217226
916	0.6067483325
917	0.6066845097
918	0.6066572783
919	0.6066084275
920	0.6065506764
921	0.6064917431
922	0.6064328908
923	0.6063737993
924	0.6063225716
925	0.6062720153
926	0.6062317779
927	0.6061634519
928	0.6060899343
929	0.6060449273
930	0.6060029058
931	0.6059636473
932	0.6059213455
933	0.605869516
934	0.6058061198
935	0.6056973378
936	0.605638452
937	0.6056098104
938	0.6055480689
939	0.6054953351
940	0.6054228382
941	0.605307229
942	0.6052772788
943	0.6052287831
944	0.6051727437
945	0.6051250395
946	0.6050583397
947	0.6050202
948	0.6049644716
949	0.6049241537
950	0.6048774362
951	0.6048098977
952	0.6047746675
953	0.6046363395
954	0.6045990843
955	0.6045449822
956	0.6045255626
957	0.6044397239
958	0.604378607
959	0.6043609883
960	0.6043270076
961	0.6042776824
962	0.6042357784
963	0.6042029367
964	0.6041509916
965	0.6040557749
966	0.6040476624
967	0.6039787257
968	0.6039232063
969	0.6038839626
970	0.6038285286
971	0.6037370667
972	0.6036386257
973	0.6036048797
974	0.6035185913
975	0.6034472961
976	0.6033954912
977	0.6033199402
978	0.6032952079
979	0.603282624
980	0.6032339014
981	0.6032216599
982	0.6031884181
983	0.6031285744
984	0.6030671945
985	0.6029666106
986	0.6029305952
987	0.6028839342
988	0.6028645852
989	0.6028106564
990	0.6027463713
991	0.6026947477
992	0.6026059826
993	0.6025457527
994	0.6025119247
995	0.6024800267
996	0.602430664
997	0.6023781267
998	0.6023387076
999	0.6023001593
